name,name_simbadable,ref_discovery,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,glon_j2000,glat_j2000,literature_flag,ref_literature_flag,exoplanet,multiplesystem_unresolved_in_this_table,multiplesystem_resolved_in_this_table,has_higher_mass_companion,sep_companion,youth_evidence,age_category,age_category_justification,age_singlevalue_gyr_formula,age_distribution_gyr_formula,designation_P1_formula,ra_j2000_P1,dec_j2000_P1,ra_epoch_P1,dec_epoch_P1,epoch_mjd_P1,ref_radec_P1,g_P1,gerr_P1,g_nphot_P1,g_src_P1,ref_g_P1,r_P1,rerr_P1,r_nphot_P1,r_src_P1,ref_r_P1,i_P1,ierr_P1,i_nphot_P1,i_src_P1,ref_i_P1,z_P1,zerr_P1,z_nphot_P1,z_src_P1,ref_z_P1,y_P1,yerr_P1,y_nphot_P1,y_src_P1,ref_y_P1,BP_Gaia,BPerr_Gaia,G_Gaia,Gerr_Gaia,RP_Gaia,RPerr_Gaia,ref_photom_Gaia,designation_2mass,ra_epoch_2mass,dec_epoch_2mass,epoch_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,Cflg_2MASS,designation_MKO,Y_MKO,Yerr_MKO,ref_Y_MKO,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,Lp_MKO,Lperr_MKO,ref_Lp_MKO,Mp_MKO,Mperr_MKO,ref_Mp_MKO,designation_WISE,ra_j2000_WISE,dec_j2000_WISE,ra_epoch_WISE,dec_epoch_WISE,ref_astrom_WISE,W1,W1err,chi2_W1,ref_W1,W2,W2err,chi2_W2,ref_W2,W3,W3err,chi2_W3,ref_W3,W4,W4err,chi2_W4,ref_W4,flag_WISE,nb_AllWISE,neigh_AllWISE,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,pmra_formula,pmraerr_formula,pmdec_formula,pmdecerr_formula,ref_pm_formula,rv_formula,rverr_formula,ref_rv_formula,plx_lit,plxerr_lit,ref_plx_lit,pmra_lit,pmraerr_lit,pmdec_lit,pmdecerr_lit,pm_lit,pmerr_lit,angle_lit,angleerr_lit,ref_pm_lit,rv_lit,rverr_lit,ref_rv_lit,plx_UKIRT,plxerr_UKIRT,pmra_UKIRT,pmraerr_UKIRT,pmdec_UKIRT,pmdecerr_UKIRT,ref_plx_UKIRT,astrom_Gaia,ra_j2000_Gaia,dec_J2000_Gaia,ra_epoch_Gaia,dec_epoch_Gaia,plx_Gaia,plxerr_Gaia,pmra_Gaia,pmraerr_Gaia,pmdec_Gaia,pmdecerr_Gaia,RUWE_Gaia,nep_Gaia,rv_Gaia,rverr_Gaia,flags_Gaia,sourceID_Gaia_DR3,sourceID_Gaia_DR2,pmra_P1,pmraerr_P1,pmdec_P1,pmdecerr_P1,ref_pm_P1,pmra_catwise,pmraerr_catwise,pmdec_catwise,pmdecerr_catwise,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,sptnumabs_formula,dist_plx_formula,disterr_plx_formula,sptnum_photdist_formula,dist_J_2MASS_formula,disterr_J_2MASS_formula,dist_J_MKO_formula,disterr_J_MKO_formula,dist_Ks_2MASS_formula,disterr_Ks_2MASS_formula,dist_K_MKO_formula,disterr_K_MKO_formula,dist_W2_formula,disterr_W2_formula,dist_formula,disterr_formula,dist_formula_source,note,Best21_vollim_sample,Best24_vollim_sample,name_simbad,ra_j2000_simbad,dec_j2000_simbad,ref_radec_j2000_simbad,pmra_simbad,pmraerr_simbad,pmdec_simbad,pmdecerr_simbad,ref_pm_simbad,plx_simbad,plxerr_simbad,ref_plx_simbad,identifiers_simbad,firstref_simbad,pmra_P1_PV34,pmraerr_P1_PV34,pmdec_P1_PV34,pmdecerr_P1_PV34,ref_pm_P1_PV34,banyan_sigma_results,banyan_sigma_max_hypo_young,banyan_sigma_max_prob_young,banyan_sigma_input_params,name_simpleDB,url_simpleDB,ra_20250703_formula,dec_20250703_formula,source_radec_20250703_formula,gucds_shortname
ULAS J000010.43+113602.2,ULAS J000010.43+113602.2,Card15,0.0432,11.6020,CatWISE,103.4586,-49.3215,photSpT,Card15,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,ULAS J000010.43+113602.2,19.904,0.153,Lawr12,18.649,0.079,Lawr12,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J000010.40+113607.1,0.0432367,11.6019905,0.0433328,11.6019789,Maro21,16.865,0.044,0.673,Maro21,16.972,0.163,0.973,Maro21,12.493,NaN,0.955,Cutr13,8.892,NaN,0.894,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,NaN,NaN,null,-90,30,-8,27,Card15,NaN,NaN,null,NaN,NaN,null,-89.00,31.00,-8.00,27.00,89.36,30.97,264.86,17.33,Card15,NaN,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,22.0,57.7,-2.7,53.1,null,null,null,null,null,null,T1.5,Card15,NaN,21.5,21.5,21.5,NaN,NaN,21.5,NaN,NaN,68.0,10.6,NaN,NaN,NaN,NaN,96.0,14.3,96,14,dist_W2_formula,Near-IR spectral type is photometric using methane imaging (Card15).,N,N,ULAS J000010.43+113602.2,0.0434600,11.6006100,null,NaN,NaN,NaN,NaN,null,NaN,NaN,null,ULAS J000010.43+113602.2,Card15,NaN,NaN,NaN,NaN,null,FIELD (99.9%),ARG,0.000,pm+phot-plx,ULAS J000010.43+113602.2,https://simple-bd-archive.org/solo_result/ULAS%20J000010.43%2B113602.2,0.0426,11.6019,CatWISE;Card15,J0000+1136
SDSS J000013.54+255418.6,2MASS J00001354+2554180,Knap04,0.0565,25.9050,PS1,108.7497,-35.5523,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J000.0563+25.9054,0.0565,25.9050,0.0564,25.9054,55936.97,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,19.1681,0.0142,10,C,Cham16,17.4245,0.0107,11,C,Cham16,NaN,NaN,21.3803,0.0319,19.6447,0.1399,Gaia23,2MASS J00001354+2554180,0.056437,25.905018,1998-10-03,15.063,0.041,Cutr03,14.731,0.120,Cutr03,14.836,0.120,Cutr03,ccc,null,15.800,0.060,Dupu12,14.730,0.030,Knap04,14.740,0.030,Knap04,14.820,0.030,Knap04,13.03,0.03,Legg07,13.28,0.10,Legg07,null,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,NaN,NaN,NaN,null,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,13.72,0.03,13.07,0.03,Legg07,70.8,1.9,Dupu12,-19.1,1.5,126.7,1.3,Dupu12,NaN,NaN,null,70.80,1.90,Dupu12,-19.10,1.50,126.70,1.30,128.13,1.30,351.43,0.67,Dupu12,NaN,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,0.0563544,25.9055691,0.0563544,25.9055691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,null,2853263804002112512,2853263804002112512,-18.4,5.5,123.1,3.3,Best18,NaN,NaN,NaN,NaN,null,null,null,null,T5,Pine16,T4.5,Burg06b,25,24.5,24.5,24.5,14.1,0.4,24.5,11.8,2.2,12.0,2.4,12.8,3.4,12.7,3.1,NaN,NaN,14.1,0.4,dist_plx_formula,null,Y,Y,2MASS J00001354+2554180,0.0564370,25.9050180,Cutr03,6.000,22.000,130.000,19.000,Jame08a,70.8000,1.9000,Dupu12,2MASS J00001354+2554180|SDSS J000013.54+255418.6|SDSS J000013.53+255418.7|TIC 117927630,Knap04,-25.24,6.73,131.66,5.88,Magn20,FIELD (99.9%),USCO,0.000,pm+trig-plx,2MASS J00001354+2554180,https://simple-bd-archive.org/solo_result/2MASS%20J00001354%2B2554180,0.0563,25.9059,PS1;Dupu12,J0000+2554
PSO J000.2794+16.6237,Gaia DR2 2772504778021649152,Alle16b;Reyl18-phot;Sang23,0.2792,16.6241,Gaia23,105.8946,-44.5765,lowg,Alle16b,N,N,N,N,NaN,lowg,INT-G,Alle16b,0.135,0.02-0.25,PSO J000.2794+16.6237,0.2792,16.6241,0.2795,16.6238,56933.91,Magn20,NaN,NaN,NaN,null,null,21.0967,0.0353,12,C,Cham16,18.5369,0.0066,14,C,Cham16,17.2674,0.0044,10,C,Cham16,16.5251,0.0029,15,C,Cham16,21.5060,0.2024,19.1685,0.0042,17.6098,0.0150,Gaia23,2MASS J00010700+1637266,0.279183,16.624073,2000-09-24,15.031,0.041,Cutr03,14.438,0.071,Cutr03,13.877,0.054,Cutr03,000,null,15.759,0.065,usyn24,14.969,0.041,usyn24,14.468,0.071,usyn24,13.907,0.054,usyn24,NaN,NaN,null,NaN,NaN,null,CWISE J000107.06+163725.5,0.2791244,16.6241658,0.2794342,16.6237821,Maro21,13.715,0.014,0.930,Maro21,13.497,0.012,0.888,Maro21,12.179,0.378,1.080,Cutr13,8.826,NaN,0.964,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,13.2,0.4,Gaia23,69.7,0.4,-78.7,0.4,Gaia23,NaN,NaN,null,NaN,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,0.2791673,16.6240921,0.2794906,16.6237431,13.1587,0.3621,69.697,0.428,-78.726,0.375,1.089,15,NaN,NaN,null,2772504778021649152,2772504778021649152,NaN,NaN,NaN,NaN,null,69.4,6.8,-89.7,6.7,null,null,INT-G,Alle16b,null,null,M7.2 INT-G,Alle16b,NaN,7.2,7.2,7.2,75.8,2.3,7.2,106.7,31.5,93.7,27.6,99.3,27.4,90.3,24.3,101.8,26.4,75.8,2.3,dist_plx_formula,YFLD. Photometric candidate ultracool dwarf (Reyl18).,N,N,Gaia DR2 2772504778021649152,0.2791673,16.6240930,Gaia21a,69.697,0.428,-78.726,0.375,Gaia21a,13.1587,0.3621,Gaia21a,Gaia DR2 2772504778021649152|Gaia DR3 2772504778021649152,Reyl18,65.08,3.40,-76.94,3.22,Magn20,FIELD (99.9%),ABDMG,0.000,pm+trig-plx,null,null,0.2797,16.6235,Gaia23,null
SDSS J000112.18+153535.5,2MASS J00011217+1535355,Knap04,0.3007,15.5932,Gaia23,105.5223,-45.5735,lowg,Gagn15c,N,N,N,N,NaN,YMG;lowg,ABDMG,UCS+BANYAN,0.149,0.149(+0.051/-0.019),PSO J000.3012+15.5925,0.3007,15.5932,0.3012,15.5926,56123.19,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.3688,0.0098,13,C,Cham16,18.8498,0.0168,7,C,Cham16,17.8137,0.0097,10,C,Cham16,20.6837,0.7769,20.7706,0.0100,19.0996,0.0769,Gaia23,2MASS J00011217+1535355,0.300746,15.593199,2000-09-24,15.522,0.062,Cutr03,14.505,0.044,Cutr03,13.710,0.044,Cutr03,000,ULAS J000112.24+153534.3,16.877,0.014,WFAU19,15.462,0.006,WFAU19,14.483,0.004,WFAU19,13.623,0.004,WFAU19,NaN,NaN,null,NaN,NaN,null,CWISE J000112.32+153532.8,0.3007488,15.5931918,0.3013279,15.5924723,Maro21,12.955,0.012,0.497,Maro21,12.552,0.009,0.820,Maro21,11.672,0.237,0.872,Cutr13,8.926,NaN,0.824,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,31.6,1.8,Gaia23,143,4,-174.7,2.4,Gaia23,NaN,NaN,null,NaN,NaN,null,135.20,10.70,-169.60,13.70,216.89,12.60,141.44,3.17,Gagn15a,NaN,NaN,null,27.2,3.5,132.5,2.2,-180.3,1.9,Best20,O,0.3006871,15.5932064,0.3013285,15.5924549,31.6293,1.8020,143.485,4.470,-174.725,2.397,1.083,8,NaN,NaN,null,2772182900286956160,2772182900286956160,137.3,2.2,-181.2,2.8,Best18,130.4,5.1,-168.2,5.0,null,null,INT-G,Gagn15c,null,null,L3.7 INT-G,Gagn15c,NaN,13.7,13.7,13.7,31.6,1.8,13.7,27.5,8.1,27.5,8.1,27.9,7.7,27.3,7.3,25.1,6.5,31.6,1.8,dist_plx_formula,Gagn15c also find near-IR spectral type L4 beta.,N,N,2MASS J00011217+1535355,0.3006871,15.5932068,Gaia18,143.485,4.470,-174.725,2.397,Gaia18,31.6293,1.8020,Gaia18,2MASS J00011217+1535355|SDSS J000112.17+153535.4|SDSS J000112.18+153535.5|TIC 405229876|ULAS2MASS J0001+1535|ULAS J000112.24+153534.3|WISEA J000112.27+153533.6|WISE J000112.27+153533.8|Gaia DR3 2772182900286956160|Gaia DR2 2772182900286956160,Knap04,148.33,12.68,-180.30,6.43,Magn20,ABDMG (92.0%); FIELD (8.0%),ABDMG,0.920,pm+trig-plx,2MASS J00011217+1535355,https://simple-bd-archive.org/solo_result/2MASS%20J00011217%2B1535355,0.3017,15.5920,Gaia23,J0001+1535
WISEA J000131.93-084126.9,2MASS J00013166-0841234,Luhm14c,0.3820,-8.6900,Gaia23,87.9864,-68.1075,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J000.3831-08.6909,0.3821,-8.6900,0.3832,-8.6910,55724.28,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.2095,0.0291,7,C,Cham16,18.5750,0.0105,12,C,Cham16,17.5706,0.0114,10,C,Cham16,22.3524,0.1900,20.5896,0.0089,18.9296,0.0498,Gaia23,2MASS J00013166-0841234,0.381920,-8.689860,1998-10-07,15.712,0.050,Cutr03,15.034,0.090,Cutr03,14.698,0.090,Cutr03,c00,null,16.647,0.071,Best21,15.651,0.050,Best21,15.117,0.090,Best21,14.670,0.090,Best21,NaN,NaN,null,NaN,NaN,null,CWISE J000132.04-084128.6,0.3820558,-8.6899223,0.3834895,-8.6912715,Maro21,14.310,0.015,0.791,Maro21,14.021,0.016,0.969,Maro21,12.362,NaN,0.867,Cutr13,8.455,NaN,0.784,Cutr13,0000,2,0,NaN,NaN,NaN,NaN,null,20.3,1.4,Gaia23,344.6,1.2,-303.9,1.5,Gaia23,NaN,NaN,null,NaN,NaN,null,331.00,14.00,-299.00,14.00,446.05,14.00,132.09,1.80,Luhm14c,NaN,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,0.3820411,-8.6900015,0.3835906,-8.6913518,20.2532,1.4290,344.648,1.230,-303.869,1.463,1.128,12,NaN,NaN,null,2441115138800140032,2441115138800140032,339.9,2.6,-304.9,3.3,Best18,331.3,9.8,-315.4,9.2,null,null,null,null,null,null,L1 pec (blue),Luhm14c,NaN,11,11,11,49,3,11.0,56.5,10.0,59.5,8.9,62.5,11.0,66.6,9.3,59.8,4.4,49,3,dist_plx_formula,null,N,N,2MASS J00013166-0841234,0.3820411,-8.6900013,Gaia21a,344.648,1.230,-303.869,1.463,Gaia21a,20.2532,1.4290,Gaia21a,2MASS J00013166-0841234|TIC 176255248|WISE J000131.93-084126.9|Gaia DR3 2441115138800140032,Luhm14c,331.66,9.23,-305.82,9.21,Magn20,FIELD (99.9%),ABDMG,0.000,pm+trig-plx,WISEA J000131.93-084126.9,https://simple-bd-archive.org/solo_result/WISEA%20J000131.93-084126.9,0.3845,-8.6922,Gaia23,J0001-0841
LP 584-4,LP  584-4,Phan06a,0.5259,1.2600,Gaia23,98.2613,-59.2280,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J000.5277+01.2602,0.5259,1.2600,0.5277,1.2603,56674.87,Magn20,19.8097,0.0251,4,C,Cham16,18.3627,0.0128,4,C,Cham16,15.7283,0.0030,17,C,Cham16,14.4635,0.0065,2,C,Cham16,13.7637,0.0006,2,C,Cham16,19.5338,0.0447,16.3203,0.0029,14.8181,0.0041,Gaia23,2MASS J00020623+0115360,0.525987,1.260026,2000-08-08,12.168,0.022,Cutr03,11.543,0.023,Cutr03,11.129,0.023,Cutr03,000,ULAS J000206.42+011536.5,12.894,0.001,Lawr12,12.093,0.001,Lawr12,11.545,0.001,Lawr12,11.074,0.001,Lawr12,NaN,NaN,null,NaN,NaN,null,CWISE J000206.70+011537.0,0.5259893,1.2600037,0.5279004,1.2602973,Maro21,10.908,0.011,0.642,Maro21,10.686,0.008,0.674,Maro21,10.472,0.096,0.984,Cutr13,8.953,NaN,0.883,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,48.28,0.1,Gaia23,463.42,0.12,61.25,0.06,Gaia23,5,10,Kima19,59.50,4.70,Ditt14,477.30,NaN,75.50,NaN,483.23,NaN,81.01,NaN,Ditt14,5.24,10.14,Kima19,NaN,NaN,NaN,NaN,NaN,NaN,null,O,0.5259062,1.2600400,0.5279664,1.2603123,48.2765,0.0991,463.423,0.119,61.254,0.060,0.877,15,NaN,NaN,null,2738415592529108096,2738415592529108096,457.3,3.9,65.1,3.6,Magn20,446.5,3.9,68.6,3.5,null,null,null,null,M9,West15,null,null,9,NaN,9,9,20.71,0.04,9.0,14.9,2.6,14.4,2.1,16.1,2.8,15.0,2.0,15.7,1.4,20.71,0.04,dist_plx_formula,null,N,N,LP  584-4,0.5259062,1.2600401,Gaia21a,463.423,0.119,61.254,0.060,Gaia21a,48.2765,0.0991,Gaia21a,LP  584-4|DENIS J000206.1+011536|LSPM J0002+0115|2MASS J00020623+0115360|NLTT 58828|SDSS J000206.20+011536.2|TIC 257501673|ULAS2MASS J0002+0115|USNO-B1.0 0912-00000318|WISEA J000206.54+011536.8|Gaia DR2 2738415592529108096|Gaia DR3 2738415592529108096,Luyt95,457.30,3.91,65.05,3.61,Magn20,FIELD (99.9%),HYA,0.000,pm+trig-plx+rv,null,null,0.5292,1.2605,Gaia23,J0002+0115
CWISE J000229.93+635217.0,CWISE J000229.93+635217.0,Meis20b,0.6169,63.8710,CatWISE,117.5716,1.5102,photSpT,Meis20b,N,N,N,LSR J0002+6357?,330,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J000229.93+635217.0,0.6169187,63.8709926,0.6248273,63.8713870,Maro21,18.208,0.214,1.129,Maro21,15.733,0.052,1.032,Maro21,NaN,NaN,NaN,null,NaN,NaN,NaN,null,00,NaN,NaN,17.35,0.25,15.69,0.06,Meis20b,NaN,NaN,null,800,50,40,50,Meis20b,NaN,NaN,null,NaN,NaN,null,802,49,44,47,803,49,86.9,3.4,Meis20b,NaN,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,813.9,63.0,92.2,58.4,null,null,null,null,null,null,T7.5,Meis20b,NaN,27.5,27.5,27.5,NaN,NaN,27.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.6,4.4,30,4,dist_W2_formula,null,N,N,CWISE J000229.93+635217.0,0.6247542,63.8713885,Maro21,NaN,NaN,NaN,NaN,null,NaN,NaN,null,CWISE J000229.93+635217.0,2020ApJ...899..123M,NaN,NaN,NaN,NaN,null,FIELD (99.9%),CARN,0.000,pm+phot-plx,CWISEP J000229.93+635217.0,https://simple-bd-archive.org/solo_result/CWISEP%20J000229.93%2B635217.0,0.6298,63.8713,CatWISE;Meis20b,null
SDSS J000250.98+245413.8,2MASS J00025097+2454141,Chiu06,0.7124,24.9039,PS1,109.1672,-36.6657,null,null,N,N,N,N,NaN,N,FLD-G,Sang23,2.98,2.98(+4.07/-2.08),PSO J000.7124+24.9037,0.7124,24.9039,0.7125,24.9038,55885.82,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,22.2966,0.0838,11,W,Cham16,20.2989,0.0362,9,W,Cham16,19.3148,0.0273,16,W,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,2MASS J00025097+2454141,0.712399,24.903936,1998-10-03,17.165,0.224,Cutr03,16.060,0.217,Cutr03,15.656,0.217,Cutr03,000,null,18.269,0.056,Schn23b;UCS_24,17.022,0.026,Schn23b,16.026,0.053,Schn23b;UCS_24,15.490,0.022,Schn23b,NaN,NaN,null,NaN,NaN,null,CWISE J000250.99+245413.5,0.7121896,24.9038513,0.7124820,24.9037709,Maro21,14.834,0.016,0.788,Maro21,14.574,0.021,1.060,Maro21,11.726,NaN,0.951,Cutr13,8.104,NaN,0.872,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,NaN,NaN,null,62,12,-19,11,Maro21,NaN,NaN,null,NaN,NaN,null,22.4,17.4,-45.6,7.2,50.80,9.87,153.84,17.62,Best18,NaN,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,22.4,17.4,-45.6,7.2,Best18,62.0,11.8,-18.8,11.3,null,null,FLD-G,Sang23,null,null,L5.5,Chiu06,NaN,15.5,15.5,15.5,NaN,NaN,15.5,48.1,8.7,48.1,7.8,52.7,9.8,52.2,7.2,49.5,7.3,50,7,dist_W2_formula,null,N,N,2MASS J00025097+2454141,0.7123990,24.9039360,Cutr03,3.000,50.900,-57.800,23.100,Schm10b,NaN,NaN,null,2MASS J00025097+2454141|SDSS J000250.98+245413.8|SDSS J000250.97+245413.8|TIC 118004655|WISEA J000250.98+245413.6|WISE J000250.97+245413.7,Chiu06,17.42,17.87,-45.98,14.12,Magn20,FIELD (94.2%); BPMG (5.7%); ARG (0.1%),BPMG,0.057,pm+phot-plx,SDSS J000250.98+245413.8,https://simple-bd-archive.org/solo_result/SDSS%20J000250.98%2B245413.8,0.7129,24.9038,PS1;Maro21,J0002+2454
2MASSI J0003422-282241,2MASS J00034227-2822410,Cruz07,0.9263,-28.3781,Gaia23,23.4201,-79.3703,over-L,Cruz07,N,N,N,HD 225118,66,N,2MASSI J0003422-282241,system_age,1.15,0.9-1.4,PSO J000.9273-28.3785,0.9262,-28.3781,0.9273,-28.3786,55894.75,Magn20,20.9189,0.0322,6,C,Cham16,19.4052,0.0133,8,C,Cham16,16.7674,0.0038,7,C,Cham16,15.4338,0.0042,6,C,Cham16,14.6652,0.0030,6,C,Cham16,20.0069,0.1091,17.3253,0.0034,15.7803,0.0063,Gaia23,2MASS J00034227-2822410,0.926161,-28.378056,1998-11-07,13.068,0.024,Cutr03,12.376,0.025,Cutr03,11.972,0.025,Cutr03,000,null,13.814,0.060,Dupu12,13.017,0.024,Dupu12,12.410,0.028,Dupu12,11.949,0.025,Dupu12,NaN,NaN,null,NaN,NaN,null,WISEA J000342.53-282242.7,0.9272389,-28.3785507,0.9272337,-28.3785430,Cutr13,11.705,0.024,1.760,Cutr13,11.519,0.023,1.820,Cutr13,11.007,0.122,0.887,Cutr13,8.641,NaN,1.040,Cutr13,dd00,1,0,NaN,NaN,NaN,NaN,null,24.75,0.16,Gaia23,285.38,0.18,-144.11,0.13,Gaia23,11.6,1.1,Shko12,25.70,0.93,VanL07,280.81,0.93,-141.54,0.78,314.46,0.98,116.75,0.13,VanL07,11.60,1.10,Shko12,NaN,NaN,NaN,NaN,NaN,NaN,null,O,0.9262623,-28.3780994,0.9277039,-28.3787403,24.7507,0.1628,285.379,0.178,-144.108,0.130,1.141,17,NaN,NaN,null,2333120453885963392,2333120453885963392,285.8,1.5,-142.6,1.3,Best18,NaN,NaN,NaN,NaN,null,null,FLD-G,Alle13a,M7.5,Cruz07,M7: FLD-G,Alle13a,7.5,7,7.5,7.5,40.4,0.26,7.5,28.3,5.0,26.7,3.9,28.7,4.9,26.4,3.5,28.6,4.8,40.4,0.26,dist_plx_formula,null,N,N,2MASS J00034227-2822410,0.9262623,-28.3781000,Gaia21a,285.379,0.178,-144.108,0.130,Gaia21a,24.7507,0.1628,Gaia21a,2MASS J00034227-2822410|2MASSI J0003422-282241|2MUCD 10002|TIC 12359301|WISEA J000342.53-282242.7|Gaia DR2 2333120453885963392|Gaia DR3 2333120453885963392,Cruz07,294.04,3.53,-143.58,3.48,Magn20,FIELD (99.9%),TAU,0.000,pm+trig-plx+rv,2MASS J00034227-2822410,https://simple-bd-archive.org/solo_result/2MASS%20J00034227-2822410,0.9286,-28.3791,Gaia23,J0003-2822
